Problem File,Number of Steps,States Visited,
depot_graphplan/p1-1-1-2-2-1-2.pl,5,6,0.033689797
depot_graphplan/p1-1-1-2-2-2-1.pl,10,19,0.069753899
depot_graphplan/p1-1-1-2-2-3-1.pl,12,79,0.331239673
depot_graphplan/p1-1-1-2-2-3-2.pl,11,63,0.244238821
depot_graphplan/p1-1-2-2-2-2-1.pl,9,35,0.177574447
depot_graphplan/p1-1-2-2-2-2-2.pl,10,63,0.261202488
depot_graphplan/p1-1-2-2-2-3-1.pl,11,63,0.442119385
depot_graphplan/p1-1-2-2-2-3-2.pl,14,133,1.069934739
depot_graphplan/p1-1-3-2-2-1-1.pl,5,6,0.047065167
depot_graphplan/p1-1-3-2-2-2-1.pl,5,6,0.057250533
depot_graphplan/p1-1-3-2-2-3-1.pl,11,845,6.39717027
depot_graphplan/p1-2-1-3-3-1-2.pl,5,6,0.040008261
depot_graphplan/p1-2-1-3-3-2-1.pl,6,13,0.071210897
depot_graphplan/p1-2-1-3-3-2-2.pl,6,7,0.052892545
depot_graphplan/p1-2-1-3-3-3-1.pl,12,54,0.306515209
depot_graphplan/p1-2-1-3-3-3-2.pl,11,47,0.375974289
depot_graphplan/p1-2-2-3-3-1-2.pl,5,6,0.053379726
depot_graphplan/p1-2-2-3-3-2-1.pl,6,7,0.068738297
depot_graphplan/p1-2-2-3-3-2-2.pl,5,6,0.065538674
depot_graphplan/p1-2-2-3-3-3-1.pl,10,19,0.246916233
depot_graphplan/p1-2-3-3-3-1-1.pl,5,6,0.073865734
depot_graphplan/p1-2-3-3-3-2-1.pl,10,41,0.760470317
depot_graphplan/p1-2-3-3-3-2-2.pl,11,18,0.333536608
depot_graphplan/p1-2-3-3-3-3-1.pl,10,181,4.039373281
depot_graphplan/p1-3-1-4-4-1-1.pl,5,6,0.048550524
depot_graphplan/p1-3-1-4-4-1-2.pl,6,7,0.053721157
depot_graphplan/p1-3-1-4-4-2-1.pl,6,7,0.066911453
depot_graphplan/p1-3-1-4-4-3-1.pl,16,631,6.329164565
depot_graphplan/p1-3-1-4-4-3-2.pl,15,205,2.066311311
depot_graphplan/p1-3-2-4-4-1-1.pl,6,7,0.087617111
depot_graphplan/p1-3-2-4-4-1-2.pl,5,6,0.073519536
depot_graphplan/p1-3-2-4-4-2-2.pl,10,23,0.430624489
depot_graphplan/p1-3-2-4-4-3-2.pl,13,47,1.052237698
depot_graphplan/p1-3-3-4-4-1-1.pl,6,11,0.221093693
depot_graphplan/p1-3-3-4-4-1-2.pl,6,7,0.134859526
depot_graphplan/p1-3-3-4-4-2-2.pl,6,21,0.562734368
depot_graphplan/p2-1-1-3-3-1-1.pl,6,7,0.043327108
depot_graphplan/p2-1-1-3-3-1-2.pl,5,6,0.040249836
depot_graphplan/p2-1-1-3-3-2-1.pl,10,57,0.261906388
depot_graphplan/p2-1-1-3-3-2-2.pl,6,7,0.052542965
depot_graphplan/p2-1-1-3-3-3-1.pl,10,15,0.129545013
depot_graphplan/p2-1-1-3-3-3-2.pl,11,47,0.373863015
depot_graphplan/p2-1-2-3-3-1-2.pl,5,6,0.052949439
depot_graphplan/p2-1-2-3-3-2-1.pl,11,14,0.155588938
depot_graphplan/p2-1-2-3-3-2-2.pl,5,6,0.065674393
depot_graphplan/p2-1-3-3-3-1-1.pl,5,6,0.071810277
depot_graphplan/p2-1-3-3-3-2-1.pl,6,11,0.168866727
depot_graphplan/p2-1-3-3-3-2-2.pl,11,18,0.336979205
depot_graphplan/p2-1-3-3-3-3-1.pl,10,33,0.811121566
depot_graphplan/p2-2-1-4-4-1-1.pl,5,6,0.048577297
depot_graphplan/p2-2-1-4-4-1-2.pl,6,13,0.083539428
depot_graphplan/p2-2-1-4-4-2-1.pl,11,33,0.270901241
depot_graphplan/p2-2-1-4-4-3-1.pl,17,609,5.733614609
depot_graphplan/p2-2-1-4-4-3-2.pl,15,203,2.021971071
depot_graphplan/p2-2-2-4-4-1-1.pl,6,9,0.110299313
depot_graphplan/p2-2-2-4-4-1-2.pl,5,6,0.074101598
depot_graphplan/p2-2-2-4-4-2-2.pl,10,19,0.338866872
depot_graphplan/p2-2-2-4-4-3-2.pl,13,58,1.351289189
depot_graphplan/p2-2-3-4-4-1-1.pl,6,11,0.226570961
depot_graphplan/p2-2-3-4-4-1-2.pl,6,7,0.133860031
depot_graphplan/p2-2-3-4-4-2-2.pl,6,7,0.167713892
depot_graphplan/p2-3-1-5-5-1-1.pl,6,7,0.067413431
depot_graphplan/p2-3-1-5-5-1-2.pl,6,7,0.068014398
depot_graphplan/p2-3-1-5-5-2-1.pl,11,17,0.201406495
depot_graphplan/p2-3-1-5-5-2-2.pl,11,107,1.039548127
depot_graphplan/p2-3-1-5-5-3-1.pl,17,113,2.024967507
depot_graphplan/p2-3-1-5-5-3-2.pl,16,133,2.171438184
depot_graphplan/p2-3-2-5-5-1-1.pl,6,7,0.12589941
depot_graphplan/p2-3-2-5-5-1-2.pl,6,7,0.126436842
depot_graphplan/p2-3-2-5-5-2-1.pl,12,55,1.292719162
depot_graphplan/p2-3-2-5-5-3-2.pl,15,41,2.082055087
depot_graphplan/p2-3-3-5-5-1-1.pl,5,6,0.168494217
depot_graphplan/p2-3-3-5-5-1-2.pl,6,9,0.292299193
depot_graphplan/p2-3-3-5-5-2-1.pl,11,19,0.857050333
depot_graphplan/p2-3-3-5-5-2-2.pl,6,9,0.364269531
depot_graphplan/p2-3-3-5-5-3-1.pl,11,13,0.806257091
